"last_name, first_name","player_id","year","babip"
"Walker, Jordan","691023","2023",".331"
"Yoshida, Masataka","807799","2023",".316"
"Blackmon, Charlie","453568","2024",".293"
"Solano, Donovan","456781","2024",".346"
"McCutchen, Andrew","457705","2024",".283"
"Turner, Justin","457759","2024",".299"
"Santana, Carlos","467793","2024",".252"
"Rojas, Miguel","500743","2024",".301"
"Pham, Tommy","502054","2024",".307"
"Martinez, J.D.","502110","2024",".308"
"Goldschmidt, Paul","502671","2024",".308"
"Altuve, Jose","514888","2024",".337"
"Marte, Starling","516782","2024",".333"
"d'Arnaud, Travis","518595","2024",".280"
"Freeman, Freddie","518692","2024",".306"
"Rizzo, Anthony","519203","2024",".259"
"Stanton, Giancarlo","519317","2024",".281"
"Perez, Salvador","521692","2024",".302"
"Ozuna, Marcell","542303","2024",".359"
"Semien, Marcus","543760","2024",".250"
"Springer III, George","543807","2024",".245"
"Vázquez, Christian","543877","2024",".257"
"Vargas, Ildemaro","545121","2024",".269"
"Harper, Bryce","547180","2024",".331"
"Díaz, Elias","553869","2024",".317"
"Suárez, Eugenio","553993","2024",".309"
"Urshela, Gio","570482","2024",".278"
"Arenado, Nolan","571448","2024",".296"
"Haniger, Mitch","571745","2024",".276"
"Hernández, Enrique","571771","2024",".257"
"Singleton, Jon","572138","2024",".299"
"Taylor, Michael A.","572191","2024",".288"
"Walker, Christian","572233","2024",".287"
"Yastrzemski, Mike","573262","2024",".282"
"Contreras, Willson","575929","2024",".337"
"Canha, Mark","592192","2024",".298"
"Castellanos, Nick","592206","2024",".294"
"Drury, Brandon","592273","2024",".210"
"Judge, Aaron","592450","2024",".367"
"Machado, Manny","592518","2024",".302"
"Pederson, Joc","592626","2024",".322"
"Realmuto, J.T.","592663","2024",".328"
"Renfroe, Hunter","592669","2024",".254"
"Rosario, Eddie","592696","2024",".196"
"Yelich, Christian","592885","2024",".366"
"Merrifield, Whit","593160","2024",".257"
"Bogaerts, Xander","593428","2024",".297"
"Polanco, Jorge","593871","2024",".275"
"Duvall, Adam","594807","2024",".227"
"Profar, Jurickson","595777","2024",".302"
"Cave, Jake","595909","2024",".335"
"Lindor, Francisco","596019","2024",".295"
"Kepler, Max","596146","2024",".300"
"Candelario, Jeimer","600869","2024",".257"
"Urías, Ramón","602104","2024",".280"
"Bell, Josh","605137","2024",".286"
"Betts, Mookie","605141","2024",".294"
"Arcia, Orlando","606115","2024",".249"
"Hernández, Teoscar","606192","2024",".344"
"Marte, Ketel","606466","2024",".299"
"Nimmo, Brandon","607043","2024",".267"
"Turner, Trea","607208","2024",".331"
"Pillar, Kevin","607680","2024",".271"
"Ramírez, José","608070","2024",".265"
"Bregman, Alex","608324","2024",".264"
"Kelly, Carson","608348","2024",".266"
"Seager, Corey","608369","2024",".291"
"Winker, Jesse","608385","2024",".304"
"Refsnyder, Rob","608701","2024",".359"
"Meneses, Joey","608841","2024",".281"
"Andujar, Miguel","609280","2024",".319"
"Swanson, Dansby","621020","2024",".300"
"Newman, Kevin","621028","2024",".322"
"Correa, Carlos","621043","2024",".343"
"Taylor, Tyrone","621438","2024",".309"
"Buxton, Byron","621439","2024",".338"
"Ward, Taylor","621493","2024",".294"
"Olson, Matt","621566","2024",".293"
"Margot, Manuel","622534","2024",".273"
"Santander, Anthony","623993","2024",".225"
"Alonso, Pete","624413","2024",".276"
"Conforto, Michael","624424","2024",".277"
"Soler, Jorge","624585","2024",".293"
"Cronenworth, Jake","630105","2024",".274"
"Bauers, Jake","641343","2024",".279"
"Bellinger, Cody","641355","2024",".287"
"Crawford, J.P.","641487","2024",".248"
"Fraley, Jake","641584","2024",".331"
"Garver, Mitch","641598","2024",".216"
"Heim, Jonah","641680","2024",".246"
"McMahon, Ryan","641857","2024",".320"
"O'Neill, Tyler","641933","2024",".305"
"Smith, Dominic","642086","2024",".301"
"Tellez, Rowdy","642133","2024",".280"
"Siri, Jose","642350","2024",".261"
"Rosario, Amed","642708","2024",".350"
"Adames, Willy","642715","2024",".297"
"Estrada, Thairo","642731","2024",".249"
"Benintendi, Andrew","643217","2024",".245"
"Dubón, Mauricio","643289","2024",".299"
"Jansen, Danny","643376","2024",".227"
"Kiner-Falefa, Isiah","643396","2024",".307"
"McNeil, Jeff","643446","2024",".256"
"Tauchman, Mike","643565","2024",".302"
"Albies, Ozzie","645277","2024",".274"
"Devers, Rafael","646240","2024",".323"
"Naylor, Josh","647304","2024",".246"
"Toro, Abraham","647351","2024",".279"
"Arraez, Luis","650333","2024",".324"
"Jiménez, Eloy","650391","2024",".285"
"Torres, Gleyber","650402","2024",".306"
"Castro, Willi","650489","2024",".315"
"Díaz, Yandy","650490","2024",".314"
"De La Cruz, Bryan","650559","2024",".289"
"Rengifo, Luis","650859","2024",".339"
"Chapman, Matt","656305","2024",".293"
"Hoskins, Rhys","656555","2024",".250"
"Joe, Connor","656582","2024",".278"
"McKinstry, Zach","656716","2024",".265"
"Mullins II, Cedric","656775","2024",".261"
"O'Hearn, Ryan","656811","2024",".282"
"Rivera, Emmanuel","656896","2024",".296"
"Schwarber, Kyle","656941","2024",".301"
"Thomas, Lane","657041","2024",".298"
"Verdugo, Alex","657077","2024",".253"
"Wong, Connor","657136","2024",".348"
"DeJong, Paul","657557","2024",".285"
"Laureano, Ramón","657656","2024",".350"
"Sheets, Gavin","657757","2024",".281"
"Ohtani, Shohei","660271","2024",".336"
"Ruiz, Keibert","660688","2024",".232"
"Sánchez, Jesús","660821","2024",".315"
"Contreras, William","661388","2024",".330"
"Varsho, Daulton","662139","2024",".262"
"Perkins, Blake","663368","2024",".313"
"Nootbaar, Lars","663457","2024",".281"
"Hoerner, Nico","663538","2024",".297"
"Riley, Austin","663586","2024",".310"
"Larnach, Trevor","663616","2024",".304"
"Mountcastle, Ryan","663624","2024",".327"
"Hayes, Ke'Bryan","663647","2024",".279"
"Tucker, Kyle","663656","2024",".282"
"India, Jonathan","663697","2024",".292"
"Raleigh, Cal","663728","2024",".251"
"Fortes, Nick","663743","2024",".246"
"Vierling, Matt","663837","2024",".303"
"Stephenson, Tyler","663886","2024",".307"
"Rodgers, Brendan","663898","2024",".338"
"Lowe, Nathaniel","663993","2024",".324"
"Happ, Ian","664023","2024",".299"
"France, Ty","664034","2024",".277"
"Lowe, Brandon","664040","2024",".287"
"Bader, Harrison","664056","2024",".276"
"Moore, Dylan","664238","2024",".267"
"Isbel, Kyle","664728","2024",".276"
"Bohm, Alec","664761","2024",".305"
"Wade Jr., LaMonte","664774","2024",".331"
"Brown, Seth","664913","2024",".291"
"McCarthy, Jake","664983","2024",".329"
"Peña, Jeremy","665161","2024",".301"
"Tatis Jr., Fernando","665487","2024",".316"
"Guerrero Jr., Vladimir","665489","2024",".342"
"Soto, Juan","665742","2024",".298"
"Taveras, Leody","665750","2024",".272"
"Amaya, Miguel","665804","2024",".261"
"Cabrera, Oswaldo","665828","2024",".286"
"Cruz, Oneil","665833","2024",".347"
"Chisholm Jr., Jazz","665862","2024",".309"
"Giménez, Andrés","665926","2024",".286"
"Fermin, Freddy","666023","2024",".319"
"Lowe, Josh","666139","2024",".338"
"Fitzgerald, Tyler","666149","2024",".380"
"Hamilton, David","666152","2024",".316"
"Lux, Gavin","666158","2024",".312"
"Moniak, Mickey","666160","2024",".272"
"Rortvedt, Ben","666163","2024",".317"
"Adell, Jo","666176","2024",".244"
"Benson, Will","666181","2024",".282"
"Bichette, Bo","666182","2024",".269"
"Naylor, Bo","666310","2024",".262"
"Julien, Edouard","666397","2024",".288"
"Morel, Christopher","666624","2024",".233"
"García, Adolis","666969","2024",".273"
"Gurriel Jr., Lourdes","666971","2024",".313"
"Rooker Jr., Brent","667670","2024",".362"
"Arozarena, Randy","668227","2024",".275"
"Rogers, Jake","668670","2024",".251"
"Bleday, JJ","668709","2024",".279"
"Steer, Spencer","668715","2024",".260"
"Reynolds, Bryan","668804","2024",".330"
"Vientos, Mark","668901","2024",".324"
"Lewis, Royce","668904","2024",".251"
"Turang, Brice","668930","2024",".300"
"Rutschman, Adley","668939","2024",".272"
"Rojas, Josh","668942","2024",".282"
"Melendez Jr., MJ","669004","2024",".241"
"Marsh, Brandon","669016","2024",".348"
"Langeliers, Shea","669127","2024",".252"
"Wells, Austin","669224","2024",".261"
"Smith, Will","669257","2024",".273"
"Espinal, Santiago","669289","2024",".265"
"Miranda, Jose","669304","2024",".318"
"Gorman, Nolan","669357","2024",".279"
"Edwards, Xavier","669364","2024",".398"
"Burger, Jake","669394","2024",".292"
"Smith, Josh","669701","2024",".311"
"Triolo, Jared","669707","2024",".279"
"Toglia, Michael","669911","2024",".270"
"Lopez, Nicky","670032","2024",".288"
"Raley, Luke","670042","2024",".305"
"Alvarez, Yordan","670541","2024",".317"
"Paredes, Isaac","670623","2024",".259"
"Friedl Jr., TJ","670770","2024",".229"
"Ramos, Heliot","671218","2024",".329"
"García, Luis","671277","2024",".310"
"Freeman, Tyler","671289","2024",".227"
"Butler, Lawrence","671732","2024",".301"
"Harris II, Michael","671739","2024",".300"
"Bailey, Patrick","672275","2024",".287"
"Siani, Michael","672279","2024",".322"
"Kelenic, Jarred","672284","2024",".300"
"Kirk, Alejandro","672386","2024",".276"
"Moreno, Gabriel","672515","2024",".303"
"Garcia, Maikel","672580","2024",".268"
"Lopez, Otto","672640","2024",".318"
"Perdomo, Geraldo","672695","2024",".317"
"Pérez, Wenceel","672761","2024",".294"
"Sosa, Lenyn","672820","2024",".303"
"Diaz, Yainer","673237","2024",".338"
"Robert Jr., Luis","673357","2024",".310"
"Kim, Ha-Seong","673490","2024",".261"
"Suzuki, Seiya","673548","2024",".370"
"Westburg, Jordan","676059","2024",".305"
"DeLuca, Jonny","676356","2024",".265"
"Clement, Ernie","676391","2024",".266"
"Burleson, Alec","676475","2024",".276"
"Caballero, José","676609","2024",".301"
"Meyers, Jake","676694","2024",".263"
"Schneider, Davis","676914","2024",".257"
"Rocchio, Brayan","677587","2024",".245"
"Rodríguez, Julio","677594","2024",".344"
"Abreu, Wilyer","677800","2024",".326"
"Witt Jr., Bobby","677951","2024",".354"
"Tovar, Ezequiel","678662","2024",".344"
"Rafaela, Ceddanne","678882","2024",".312"
"Rojas, Johan","679032","2024",".297"
"Torkelson, Spencer","679529","2024",".285"
"Schuemann, Max","680474","2024",".292"
"Palacios, Richie","680700","2024",".280"
"Kwan, Steven","680757","2024",".304"
"Duran, Jarren","680776","2024",".345"
"Jeffers, Ryan","680777","2024",".238"
"Gelof, Zack","680869","2024",".296"
"Donovan, Brendan","680977","2024",".300"
"Stott, Bryson","681082","2024",".275"
"Cowser, Colton","681297","2024",".317"
"O'Hoppe, Logan","681351","2024",".318"
"Pages, Andy","681624","2024",".304"
"Fry, David","681807","2024",".307"
"Alvarez, Francisco","682626","2024",".291"
"De La Cruz, Elly","682829","2024",".359"
"Abrams, CJ","682928","2024",".285"
"Greene, Riley","682985","2024",".329"
"Carroll, Corbin","682998","2024",".256"
"Henderson, Gunnar","683002","2024",".320"
"Volpe, Anthony","683011","2024",".303"
"Vaughn, Andrew","683734","2024",".285"
"Busch, Michael","683737","2024",".322"
"Frelick, Sal","686217","2024",".306"
"Pasquantino, Vinnie","686469","2024",".265"
"Doyle, Brenton","686668","2024",".316"
"Lee, Korey","686676","2024",".276"
"Massey, Michael","686681","2024",".271"
"Brennan, Will","686823","2024",".287"
"Neto, Zach","687263","2024",".295"
"Ortiz, Joey","687401","2024",".283"
"Horwitz, Spencer","687462","2024",".300"
"Keith, Colt","690993","2024",".306"
"Winn, Masyn","691026","2024",".303"
"Crow-Armstrong, Pete","691718","2024",".292"
"Gonzales, Nick","693304","2024",".319"
"Chourio, Jackson","694192","2024",".320"
"Schanuel, Nolan","694384","2024",".285"
"Langford, Wyatt","694671","2024",".296"
"Wood, James","695578","2024",".365"
"Young, Jacob","696285","2024",".321"
"Merrill, Jackson","701538","2024",".318"
"Yoshida, Masataka","807799","2024",".302"
