"player","team_abbrev","year","type","avg_hr_trot","doubters","mostly_gone","no_doubters","no_doubter_per","hr_total","xhr","xhr_diff"
"Duran, Jarren","BOS","2023","adj_xhr","21.4",7,7,2,"25","8",6.9,"1.1"
"Blackmon, Charlie","COL","2023","adj_xhr","23.4",2,6,4,"50","8",7.9,"0.1"
"Murphy, Tom","SEA","2023","adj_xhr","24.6",3,5,4,"50","8",8.3,"-0.3"
"Kirk, Alejandro","TOR","2023","adj_xhr","24.9",5,8,1,"12.5","8",7.4,"0.6"
"Schneider, Davis","TOR","2023","adj_xhr","22.1",3,6,3,"37.5","8",7.9,"0.1"
"Kiermaier, Kevin","TOR","2023","adj_xhr","21.5",0,9,2,"25","8",8.4,"-0.4"
"Burleson, Alec","STL","2023","adj_xhr","23.1",6,7,3,"37.5","8",7.4,"0.6"
"Call, Alex","WSH","2023","adj_xhr","23.8",6,7,3,"37.5","8",8.1,"-0.1"
"Peguero, Liover","PIT","2023","adj_xhr","24.6",0,5,3,"42.9","7",7.2,"-0.2"
"Vargas, Miguel","LAD","2023","adj_xhr","22.1",8,3,2,"28.6","7",5.7,"1.3"
"Campusano, Luis","SD","2023","adj_xhr","27.4",1,8,1,"14.3","7",7.8,"-0.8"
"Wallach, Chad","LAA","2023","adj_xhr","24.2",1,5,4,"57.1","7",7.5,"-0.5"
"Bader, Harrison","CIN","2023","adj_xhr","22.4",7,6,3,"42.9","7",7.5,"-0.5"
"Short, Zack","DET","2023","adj_xhr","22.3",4,4,4,"57.1","7",7,"0.0"
"Moore, Dylan","SEA","2023","adj_xhr","20.5",7,6,2,"28.6","7",5.5,"1.5"
"Mateo, Jorge","BAL","2023","adj_xhr","23.9",3,4,3,"42.9","7",5.8,"1.2"
"Caratini, Victor","MIL","2023","adj_xhr","25.5",0,5,2,"28.6","7",6.5,"0.5"
"Pratto, Nick","KC","2023","adj_xhr","21.1",4,6,2,"28.6","7",5.9,"1.1"
"Smith, Pavin","AZ","2023","adj_xhr","23.3",2,4,2,"28.6","7",5.6,"1.4"
"Crawford, Brandon","SF","2023","adj_xhr","24",2,8,3,"42.9","7",8.5,"-1.5"
"Zavala, Seby","AZ","2023","adj_xhr","25.1",5,2,2,"28.6","7",4.2,"2.8"
"Bailey, Patrick","SF","2023","adj_xhr","23.9",5,9,3,"42.9","7",8.8,"-1.8"
"Berti, Jon","MIA","2023","adj_xhr","20",3,8,1,"14.3","7",8,"-1.0"
"Davis, Henry","PIT","2023","adj_xhr","23.6",1,6,3,"42.9","7",6.4,"0.6"
"Peralta, David","LAD","2023","adj_xhr","24.7",7,4,3,"42.9","7",6.2,"0.8"
"Carter, Evan","TEX","2023","adj_xhr","19.3",0,4,2,"33.3","6",5.4,"0.6"
"Escobar, Eduardo","LAA","2023","adj_xhr","23.2",4,4,2,"33.3","6",4.9,"1.1"
"Andrus, Elvis","CWS","2023","adj_xhr","26.1",4,6,2,"33.3","6",6.9,"-0.9"
"Canzone, Dominic","SEA","2023","adj_xhr","24.3",5,4,2,"33.3","6",4.8,"1.2"
"Fortes, Nick","MIA","2023","adj_xhr","24.2",6,3,3,"50","6",6.1,"-0.1"
"Pinto, René","TB","2023","adj_xhr","25.5",1,3,4,"66.7","6",6.6,"-0.6"
"Julks, Corey","HOU","2023","adj_xhr","22",4,3,4,"66.7","6",6.3,"-0.3"
"McKinney, Billy","NYY","2023","adj_xhr","21.3",4,3,4,"66.7","6",6.2,"-0.2"
"Vázquez, Christian","MIN","2023","adj_xhr","22.8",5,6,1,"16.7","6",5.8,"0.2"
"Palacios, Richie","STL","2023","adj_xhr","23.3",2,4,3,"50","6",6.4,"-0.4"
"Sosa, Lenyn","CWS","2023","adj_xhr","23.4",0,6,1,"16.7","6",5.2,"0.8"
"McCann, James","BAL","2023","adj_xhr","22.2",2,6,2,"33.3","6",7.1,"-1.1"
"Kiner-Falefa, Isiah","NYY","2023","adj_xhr","21",3,6,0,"0","6",4.7,"1.3"
"Pérez, Carlos","OAK","2023","adj_xhr","23.5",4,3,2,"33.3","6",4.6,"1.4"
"Calhoun, Kole","CLE","2023","adj_xhr","25.8",2,4,4,"66.7","6",7,"-1.0"
"Choi, Ji Man","SD","2023","adj_xhr","24.3",1,6,2,"33.3","6",6,"0.0"
"Cordero, Franchy","NYY","2023","adj_xhr","23.3",0,4,2,"33.3","6",5.8,"0.2"
"Valdez, Enmanuel","BOS","2023","adj_xhr","23.4",5,5,3,"50","6",6.7,"-0.7"
"Thompson, Trayce","CWS","2023","adj_xhr","22.7",0,3,3,"50","6",5.8,"0.2"
"Chang, Yu","BOS","2023","adj_xhr","22.2",0,2,3,"50","6",4.8,"1.2"
"Peterson, Jace","AZ","2023","adj_xhr","22.8",5,6,1,"16.7","6",6.6,"-0.6"
"Haniger, Mitch","SF","2023","adj_xhr","21.9",6,5,0,"0","6",4.3,"1.7"
"Turang, Brice","MIL","2023","adj_xhr","20.7",2,4,2,"33.3","6",5.1,"0.9"
"Rosario, Amed","LAD","2023","adj_xhr","20.7",6,8,0,"0","6",5.4,"0.6"
"Smith, Josh","TEX","2023","adj_xhr","20.8",4,6,1,"16.7","6",5.1,"0.9"
"Castro, Rodolfo","PHI","2023","adj_xhr","25.5",1,7,2,"33.3","6",5.9,"0.1"
"Maile, Luke","CIN","2023","adj_xhr","23.4",4,5,3,"50","6",7.2,"-1.2"
"Martini, Nick","CIN","2023","adj_xhr","22.1",2,3,2,"33.3","6",4.5,"1.5"
"Fairchild, Stuart","CIN","2023","adj_xhr","20.4",2,5,2,"40","5",5.5,"-0.5"
"Aguilar, Jesús","OAK","2023","adj_xhr","26.7",0,4,1,"20","5",3.8,"1.2"
"Kwan, Steven","CLE","2023","adj_xhr","18.2",3,6,0,"0","5",5.7,"-0.7"
"Cave, Jake","PHI","2023","adj_xhr","23.9",1,3,3,"60","5",5,"0.0"
"Rojas, Miguel","LAD","2023","adj_xhr","21.4",6,6,1,"20","5",4.8,"0.2"
"Colás, Oscar","CWS","2023","adj_xhr","24.2",2,3,2,"40","5",4.2,"0.8"
"Carlson, Dylan","STL","2023","adj_xhr","22.6",2,4,3,"60","5",5.5,"-0.5"
"Marte, Starling","NYM","2023","adj_xhr","25.6",2,0,5,"100","5",5.1,"-0.1"
"Isbel, Kyle","KC","2023","adj_xhr","25",3,3,3,"60","5",5.2,"-0.2"
"Kemp, Tony","OAK","2023","adj_xhr","23.5",5,4,1,"20","5",4.6,"0.4"
"Cabrera, Oswaldo","NYY","2023","adj_xhr","21.4",4,5,1,"20","5",3.9,"1.1"
"Mejía, Francisco","TB","2023","adj_xhr","23.1",3,6,0,"0","5",5.2,"-0.2"
"Calhoun, Willie","NYY","2023","adj_xhr","21.8",1,4,0,"0","5",2.9,"2.1"
"Carpenter, Matt","SD","2023","adj_xhr","24.4",5,5,1,"20","5",4.6,"0.4"
"Pollock, AJ","SF","2023","adj_xhr","21.5",2,5,0,"0","5",4.6,"0.4"
"Solano, Donovan","MIN","2023","adj_xhr","23.8",9,5,2,"40","5",5.8,"-0.8"
"Slater, Austin","SF","2023","adj_xhr","21.9",3,4,1,"20","5",4.5,"0.5"
"Miller, Owen","MIL","2023","adj_xhr","22.7",5,4,3,"60","5",5.9,"-0.9"
"Cruz, Nelson","SD","2023","adj_xhr","26.9",4,2,2,"40","5",3.7,"1.3"
"Ruiz, Esteury","OAK","2023","adj_xhr","23.7",4,4,2,"40","5",5.6,"-0.6"
"Schmitt, Casey","SF","2023","adj_xhr","22.6",1,4,3,"60","5",5.2,"-0.2"
"Smith, Kevin","OAK","2023","adj_xhr","23.4",0,5,2,"40","5",5.3,"-0.3"
"Benintendi, Andrew","CWS","2023","adj_xhr","22.5",3,6,0,"0","5",4.3,"0.7"
"Brennan, Will","CLE","2023","adj_xhr","22.6",2,4,1,"20","5",4,"1.0"
"Villar, David","SF","2023","adj_xhr","25.1",2,3,1,"20","5",3.3,"1.7"
"Amaya, Miguel","CHC","2023","adj_xhr","24.1",2,4,2,"40","5",5,"0.0"
"Urías, Ramón","BAL","2023","adj_xhr","24",8,7,0,"0","4",5,"-1.0"
"Allen, Nick","OAK","2023","adj_xhr","21.5",2,3,1,"25","4",3.1,"0.9"
"Díaz, Aledmys","OAK","2023","adj_xhr","24.1",1,8,0,"0","4",5.7,"-1.7"
"Cabrera, Miguel","DET","2023","adj_xhr","27.6",5,3,2,"50","4",4.8,"-0.8"
"Fry, David","CLE","2023","adj_xhr","22.6",4,6,2,"50","4",6.1,"-2.1"
"Margot, Manuel","TB","2023","adj_xhr","21.3",0,4,1,"25","4",3.4,"0.6"
"Freeman, Tyler","CLE","2023","adj_xhr","24.7",0,5,1,"25","4",4,"0.0"
"Haase, Eric","CLE","2023","adj_xhr","20.3",1,2,1,"25","4",2.8,"1.2"
"Andujar, Miguel","PIT","2023","adj_xhr","24.7",4,2,0,"0","4",2,"2.0"
"Garcia, Maikel","KC","2023","adj_xhr","22.4",4,10,1,"25","4",7.1,"-3.1"
"Wong, Kolten","LAD","2023","adj_xhr","22",0,3,2,"50","4",4,"0.0"
"Perkins, Blake","MIL","2023","adj_xhr","23.1",2,0,3,"75","4",3.3,"0.7"
"Mancini, Trey","CHC","2023","adj_xhr","22.1",3,4,1,"25","4",4.9,"-0.9"
"Odor, Rougned","SD","2023","adj_xhr","26",2,2,2,"50","4",3.5,"0.5"
"Brosseau, Mike","MIL","2023","adj_xhr","24.2",1,5,0,"0","4",3.4,"0.6"
"Adams, Riley","WSH","2023","adj_xhr","21.1",3,3,1,"25","4",3.8,"0.2"
"Rodgers, Brendan","COL","2023","adj_xhr","22.5",2,2,2,"50","4",3.5,"0.5"
"Bouchard, Sean","COL","2023","adj_xhr","20.7",0,3,2,"50","4",4.3,"-0.3"
"Trejo, Alan","COL","2023","adj_xhr","22.2",1,3,1,"25","4",3.3,"0.7"
"Toglia, Michael","COL","2023","adj_xhr","22",1,3,0,"0","4",2.1,"1.9"
"Trevino, Jose","NYY","2023","adj_xhr","23",0,4,1,"25","4",3.5,"0.5"
"Wells, Austin","NYY","2023","adj_xhr","22.7",0,4,2,"50","4",4,"0.0"
"Domínguez, Jasson","NYY","2023","adj_xhr","23.4",0,5,0,"0","4",2.8,"1.2"
"Caballero, José","SEA","2023","adj_xhr","24.9",1,3,2,"50","4",3.9,"0.1"
"Rojas, Josh","SEA","2023","adj_xhr","24.9",4,3,2,"50","4",4.6,"-0.6"
"Kieboom, Carter","WSH","2023","adj_xhr","23.5",1,1,2,"50","4",2.9,"1.1"
"Vargas, Ildemaro","WSH","2023","adj_xhr","25.4",3,4,1,"25","4",4.5,"-0.5"
"Rivera, Emmanuel","AZ","2023","adj_xhr","23.2",2,5,1,"25","4",3.9,"0.1"
"Gurriel, Yuli","MIA","2023","adj_xhr","23.2",4,3,1,"25","4",3.1,"0.9"
"Clemens, Kody","PHI","2023","adj_xhr","22.3",2,2,1,"25","4",2.8,"1.2"
"Walsh, Jared","LAA","2023","adj_xhr","24.5",0,3,1,"25","4",3.5,"0.5"
"Butler, Lawrence","OAK","2023","adj_xhr","27.3",4,1,3,"75","4",4.1,"-0.1"
"Zunino, Mike","CLE","2023","adj_xhr","21.8",2,3,0,"0","3",2.2,"0.8"
"Mitchell, Garrett","MIL","2023","adj_xhr","21.3",0,3,0,"0","3",2.4,"0.6"
"Frelick, Sal","MIL","2023","adj_xhr","22.2",4,3,0,"0","3",2.9,"0.1"
"Soderstrom, Tyler","OAK","2023","adj_xhr","24.3",0,1,2,"66.7","3",2.8,"0.2"
"Marlowe, Cade","SEA","2023","adj_xhr","20.8",0,3,1,"33.3","3",3.6,"-0.6"
"Triolo, Jared","PIT","2023","adj_xhr","21.9",1,6,0,"0","3",4.3,"-1.3"
"Hilliard, Sam","ATL","2023","adj_xhr","21.3",1,0,2,"66.7","3",2.2,"0.8"
"Phillips, Brett","LAA","2023","adj_xhr","21.2",1,2,1,"33.3","3",2.2,"0.8"
"Rivas III, Alfonso","PIT","2023","adj_xhr","24.4",2,4,0,"0","3",2.4,"0.6"
"Meadows, Parker","DET","2023","adj_xhr","21.8",3,3,1,"33.3","3",2.8,"0.2"
"Araúz, Jonathan","NYM","2023","adj_xhr","23.6",0,3,0,"0","3",2.3,"0.7"
"Brantley, Michael","HOU","2023","adj_xhr","25.6",0,2,1,"33.3","3",2.2,"0.8"
"Adell, Jo","LAA","2023","adj_xhr","25.2",0,1,2,"66.7","3",2.8,"0.2"
"Stallings, Jacob","MIA","2023","adj_xhr","23.2",3,2,1,"33.3","3",2.5,"0.5"
"Gonzalez, Romy","CWS","2023","adj_xhr","22",0,2,1,"33.3","3",2.3,"0.7"
"Segura, Jean","MIA","2023","adj_xhr","22.9",5,3,1,"33.3","3",3.8,"-0.8"
"Tapia, Raimel","TB","2023","adj_xhr","24.5",3,3,1,"33.3","3",3.4,"-0.4"
"Monasterio, Andruw","MIL","2023","adj_xhr","22.6",7,4,0,"0","3",3.8,"-0.8"
"Alberto, Hanser","CWS","2023","adj_xhr","24.7",1,4,0,"0","3",2.4,"0.6"
"Westburg, Jordan","BAL","2023","adj_xhr","21.7",2,8,0,"0","3",4.8,"-1.8"
"García, Avisaíl","MIA","2023","adj_xhr","25.9",0,4,1,"33.3","3",3.8,"-0.8"
"Vosler, Jason","CIN","2023","adj_xhr","20.6",1,2,1,"33.3","3",2.4,"0.6"
"Newman, Kevin","CIN","2023","adj_xhr","21.5",1,3,1,"33.3","3",3.1,"-0.1"
"Hampson, Garrett","MIA","2023","adj_xhr","21.8",1,4,0,"0","3",2.4,"0.6"
"Marte, Noelvi","CIN","2023","adj_xhr","25.5",0,3,0,"0","3",2.4,"0.6"
"Huff, Sam","TEX","2023","adj_xhr","23.9",0,0,3,"100","3",3,"0.0"
"Urías, Luis","BOS","2023","adj_xhr","24.6",3,5,0,"0","3",3.5,"-0.5"
"Marcano, Tucupita","PIT","2023","adj_xhr","23.7",2,4,0,"0","3",3.1,"-0.1"
"Trammell, Taylor","SEA","2023","adj_xhr","23.5",2,2,2,"66.7","3",3.8,"-0.8"
"Blanco, Dairon","KC","2023","adj_xhr","24.7",0,4,2,"66.7","3",4.1,"-1.1"
"Miranda, Jose","MIN","2023","adj_xhr","23.2",1,3,0,"0","3",2.1,"0.9"
"Mervis, Matt","CHC","2023","adj_xhr","23",3,1,1,"33.3","3",1.8,"1.2"
"Story, Trevor","BOS","2023","adj_xhr","24.2",2,2,2,"66.7","3",2.8,"0.2"
"Arroyo, Christian","BOS","2023","adj_xhr","21.5",4,2,1,"33.3","3",3.3,"-0.3"
"Myers, Wil","CIN","2023","adj_xhr","22.4",2,0,2,"66.7","3",2.2,"0.8"
"Rodríguez, Endy","PIT","2023","adj_xhr","25.8",1,6,2,"66.7","3",5.1,"-2.1"
"Aranda, Jonathan","TB","2023","adj_xhr","25.8",1,1,1,"50","2",1.8,"0.2"
"Chavis, Michael","WSH","2023","adj_xhr","22.9",0,2,0,"0","2",1.5,"0.5"
"McCarthy, Jake","AZ","2023","adj_xhr","19.8",1,3,0,"0","2",1.7,"0.3"
"Velazquez, Andrew","LAA","2023","adj_xhr","21",1,1,0,"0","2",1.1,"0.9"
"Espinal, Santiago","TOR","2023","adj_xhr","26.7",1,2,0,"0","2",2.1,"-0.1"
"Barrero, Jose","CIN","2023","adj_xhr","25.3",0,0,2,"100","2",2,"0.0"
"Nevin, Tyler","DET","2023","adj_xhr","21.1",0,3,0,"0","2",2.2,"-0.2"
"Mauricio, Ronny","NYM","2023","adj_xhr","25.4",0,1,1,"50","2",1.9,"0.1"
"Garlick, Kyle","MIN","2023","adj_xhr","21.7",0,1,1,"50","2",2,"0.0"
"Lamb, Jake","LAA","2023","adj_xhr","22.7",1,1,1,"50","2",1.7,"0.3"
"Locastro, Tim","NYM","2023","adj_xhr","21.1",0,1,1,"50","2",1.9,"0.1"
"Dixon, Brandon","SD","2023","adj_xhr","22.3",1,2,0,"0","2",1.4,"0.6"
"DeLuca, Jonny","LAD","2023","adj_xhr","21.4",0,2,0,"0","2",1.9,"0.1"
"Toro, Abraham","MIL","2023","adj_xhr","20.8",0,2,0,"0","2",1.4,"0.6"
"Reyes, Franmil","KC","2023","adj_xhr","24.3",0,3,1,"50","2",2.5,"-0.5"
"Batten, Matthew","SD","2023","adj_xhr","21.1",0,2,0,"0","2",1.5,"0.5"
"Azocar, José","SD","2023","adj_xhr","24.3",1,0,1,"50","2",1,"1.0"
"Fletcher, David","LAA","2023","adj_xhr","21.8",1,1,0,"0","2",0.3,"1.7"
"Gonzales, Nick","PIT","2023","adj_xhr","20.7",1,2,1,"50","2",2.1,"-0.1"
"Reyes, Pablo","BOS","2023","adj_xhr","23.6",2,2,1,"50","2",2.9,"-0.9"
"Duffy, Matt","KC","2023","adj_xhr","22.5",3,1,1,"50","2",1.5,"0.5"
"Rojas, Johan","PHI","2023","adj_xhr","26.3",1,2,0,"0","2",1.4,"0.6"
"Rosario, Eguy","SD","2023","adj_xhr","23.7",0,0,2,"100","2",2,"0.0"
"Rendon, Anthony","LAA","2023","adj_xhr","23.3",2,2,1,"50","2",2.9,"-0.9"
"Marisnick, Jake","LAD","2023","adj_xhr","24.2",2,0,1,"50","2",1.2,"0.8"
"Wisely, Brett","SF","2023","adj_xhr","21.7",3,2,0,"0","2",2.1,"-0.1"
"Abreu, Wilyer","BOS","2023","adj_xhr","26.7",2,0,2,"100","2",2.2,"-0.2"
"Madrigal, Nick","CHC","2023","adj_xhr","20.4",2,3,0,"0","2",2.3,"-0.3"
"Busch, Michael","LAD","2023","adj_xhr","20.3",1,2,0,"0","2",1.2,"0.8"
"Rafaela, Ceddanne","BOS","2023","adj_xhr","22.3",1,1,1,"50","2",1.6,"0.4"
"Alu, Jake","WSH","2023","adj_xhr","23",0,1,1,"50","2",1.9,"0.1"
"Urshela, Gio","LAA","2023","adj_xhr","23.6",2,4,0,"0","2",2.4,"-0.4"
"Ellis, Drew","PHI","2023","adj_xhr","25.4",2,0,0,"0","2",0.2,"1.8"
"Dickerson, Corey","WSH","2023","adj_xhr","22.3",3,3,1,"50","2",3.3,"-1.3"
"Barnes, Austin","LAD","2023","adj_xhr","24.1",4,3,0,"0","2",3,"-1.0"
"Wendle, Joey","MIA","2023","adj_xhr","19.6",2,2,1,"50","2",2.4,"-0.4"
"Harrison, Josh","PHI","2023","adj_xhr","23.3",0,2,0,"0","2",1.8,"0.2"
"Bae, Ji Hwan","PIT","2023","adj_xhr","21.5",1,3,1,"50","2",2.5,"-0.5"
"Hosmer, Eric","CHC","2023","adj_xhr","22.1",1,3,0,"0","2",2.2,"-0.2"
"Fitzgerald, Tyler","SF","2023","adj_xhr","23.9",1,2,1,"50","2",2.4,"-0.4"
"Pache, Cristian","PHI","2023","adj_xhr","22.6",2,2,0,"0","2",1.8,"0.2"
"Gordon, Nick","MIN","2023","adj_xhr","22.7",1,3,0,"0","2",2,"0.0"
"Kjerstad, Heston","BAL","2023","adj_xhr","23.6",2,0,1,"50","2",1.1,"0.9"
"Ahmed, Nick","AZ","2023","adj_xhr","22.2",2,0,2,"100","2",2.2,"-0.2"
"Gonzalez, Oscar","CLE","2023","adj_xhr","24.5",3,1,1,"50","2",2.3,"-0.3"
"Dozier, Hunter","KC","2023","adj_xhr","21.6",1,2,0,"0","2",1.8,"0.2"
"Matos, Luis","SF","2023","adj_xhr","26.4",3,2,1,"50","2",2.5,"-0.5"
"Narváez, Omar","NYM","2023","adj_xhr","24.6",2,2,0,"0","2",2,"0.0"
"Young, Jared","CHC","2023","adj_xhr","22.3",0,0,2,"100","2",2,"0.0"
"Fletcher, Dominic","AZ","2023","adj_xhr","19.8",2,1,0,"0","2",1.2,"0.8"
"Davis, Jonathan","MIA","2023","adj_xhr","21.4",1,1,1,"50","2",1.8,"0.2"
"Kelly, Carson","DET","2023","adj_xhr","24.1",1,1,2,"100","2",2.5,"-0.5"
"Rortvedt, Ben","NYY","2023","adj_xhr","23.1",1,1,1,"50","2",1.4,"0.6"
"Peraza, Oswald","NYY","2023","adj_xhr","20.2",1,3,1,"50","2",3.2,"-1.2"
"Winn, Masyn","STL","2023","adj_xhr","20.6",0,2,0,"0","2",1.8,"0.2"
"Yepez, Juan","STL","2023","adj_xhr","24.9",0,1,1,"50","2",1.9,"0.1"
"McKenna, Ryan","BAL","2023","adj_xhr","21.5",2,3,0,"0","2",2.9,"-0.9"
"Baker, Luken","STL","2023","adj_xhr","23.2",1,2,0,"0","2",1.5,"0.5"
"Luplow, Jordan","MIN","2023","adj_xhr","22.5",2,2,0,"0","2",2.1,"-0.1"
"Singleton, Jon","HOU","2023","adj_xhr","24.2",0,0,2,"100","2",2,"0.0"
"Wall, Forrest","ATL","2023","adj_xhr","26.3",0,0,1,"100","1",1,"0.0"
"Lewis, Kyle","AZ","2023","adj_xhr","22.8",0,1,0,"0","1",1,"0.0"
"Winker, Jesse","MIL","2023","adj_xhr","26.2",1,2,0,"0","1",1.4,"-0.4"
"Burdick, Peyton","MIA","2023","adj_xhr","22.1",0,0,1,"100","1",1,"0.0"
"Lipcius, Andre","DET","2023","adj_xhr","21.7",0,1,0,"0","1",0.7,"0.3"
"Myers, Dane","MIA","2023","adj_xhr","21.7",0,1,0,"0","1",0.9,"0.1"
"Cruz, Oneil","PIT","2023","adj_xhr",,0,0,1,"100","1",1,"0.0"
"Delay, Jason","PIT","2023","adj_xhr","22.9",0,2,0,"0","1",1.4,"-0.4"
"Bradley Jr., Jackie","KC","2023","adj_xhr","20.1",1,3,0,"0","1",1.7,"-0.7"
"Porter, Logan","KC","2023","adj_xhr","21.6",0,1,0,"0","1",1,"0.0"
"Sullivan, Brett","SD","2023","adj_xhr","21.6",0,2,0,"0","1",1.3,"-0.3"
"Martínez, J.P.","TEX","2023","adj_xhr","21.6",1,0,1,"100","1",1,"0.0"
"Jankowski, Travis","TEX","2023","adj_xhr","25",0,3,0,"0","1",1.7,"-0.7"
"Dahl, David","SD","2023","adj_xhr","18.2",0,1,0,"0","1",0.7,"0.3"
"Hedges, Austin","TEX","2023","adj_xhr","27.5",2,2,0,"0","1",1.4,"-0.4"
"Miller, Brad","TEX","2023","adj_xhr","19.8",1,2,0,"0","1",1.3,"-0.3"
"Refsnyder, Rob","BOS","2023","adj_xhr","22.8",2,1,1,"100","1",2,"-1.0"
"Dalbec, Bobby","BOS","2023","adj_xhr","19.8",1,0,1,"100","1",1,"0.0"
"McGuire, Reese","BOS","2023","adj_xhr","22.8",2,2,0,"0","1",1.9,"-0.9"
"Johnson, Bryce","SF","2023","adj_xhr","21.9",0,1,0,"0","1",0.4,"0.6"
"Alfaro, Jorge","BOS","2023","adj_xhr","27",2,0,0,"0","1",0.1,"0.9"
"Mastrobuoni, Miles","CHC","2023","adj_xhr","23.7",0,2,0,"0","1",1.5,"-0.5"
"Ramos, Heliot","SF","2023","adj_xhr","23.9",0,2,1,"100","1",2.2,"-1.2"
"Montes, Coco","COL","2023","adj_xhr","22.5",1,0,0,"0","1",0.1,"0.9"
"Castro, Harold","COL","2023","adj_xhr","25",2,1,0,"0","1",1.1,"-0.1"
"Wynns, Austin","COL","2023","adj_xhr","20",1,1,0,"0","1",1.1,"-0.1"
"Goodman, Hunter","COL","2023","adj_xhr","20.7",3,1,0,"0","1",1.3,"-0.3"
"Lopez, Nicky","ATL","2023","adj_xhr","24.2",2,0,1,"100","1",1.1,"-0.1"
"Allen, Greg","NYY","2023","adj_xhr","20.6",0,1,0,"0","1",0.7,"0.3"
"Hensley, David","HOU","2023","adj_xhr","21",0,1,1,"100","1",1.4,"-0.4"
"Kessinger, Grae","HOU","2023","adj_xhr","20.7",1,1,0,"0","1",1,"0.0"
"Haggerty, Sam","SEA","2023","adj_xhr","20.2",0,0,1,"100","1",1,"0.0"
"Schanuel, Nolan","LAA","2023","adj_xhr","25.5",0,1,1,"100","1",1.3,"-0.3"
"Cabbage, Trey","LAA","2023","adj_xhr","26.8",1,1,1,"100","1",1.9,"-0.9"
"Wilson, Weston","PHI","2023","adj_xhr","24.1",0,0,1,"100","1",1,"0.0"
"Hall, Darick","PHI","2023","adj_xhr","23.7",0,0,1,"100","1",1,"0.0"
"Stubbs, Garrett","PHI","2023","adj_xhr","23.3",1,1,0,"0","1",0.7,"0.3"
"Thomas, Cody","OAK","2023","adj_xhr","21",0,1,0,"0","1",1,"0.0"
"Piña, Manny","OAK","2023","adj_xhr","25.4",0,1,0,"0","1",0.7,"0.3"
"Clement, Ernie","TOR","2023","adj_xhr","25.6",1,0,0,"0","1",0,"1.0"
"Horwitz, Spencer","TOR","2023","adj_xhr","26.6",0,2,0,"0","1",1.4,"-0.4"
"Lee, Korey","CWS","2023","adj_xhr","21.9",1,0,1,"100","1",1.1,"-0.1"
"Gray, Tristan","TB","2023","adj_xhr","23.4",0,1,0,"0","1",0.9,"0.1"
"Mead, Curtis","TB","2023","adj_xhr","23.6",2,0,0,"0","1",0.3,"0.7"
"Caminero, Junior","TB","2023","adj_xhr","25.3",0,2,0,"0","1",1.5,"-0.5"
"Basabe, Osleivis","TB","2023","adj_xhr","24.5",0,3,0,"0","1",2.5,"-1.5"
"Ortega, Rafael","NYM","2023","adj_xhr","22",0,1,0,"0","1",0.9,"0.1"
"Mendick, Danny","NYM","2023","adj_xhr","24.9",1,1,0,"0","1",1.1,"-0.1"
"Straw, Myles","CLE","2023","adj_xhr","21.6",1,2,0,"0","1",1,"0.0"
"Guillorme, Luis","NYM","2023","adj_xhr","22.7",1,1,0,"0","1",1.1,"-0.1"
"Blankenhorn, Travis","WSH","2023","adj_xhr","24.3",0,0,1,"100","1",1,"0.0"
"Millas, Drew","WSH","2023","adj_xhr","25.2",0,0,1,"100","1",1,"0.0"
"Barnhart, Tucker","CHC","2023","adj_xhr","23.7",2,1,0,"0","1",0.9,"0.1"
"Ríos, Edwin","CHC","2023","adj_xhr","22.3",0,1,0,"0","1",0.8,"0.2"
"Canario, Alexander","CHC","2023","adj_xhr","23.4",1,0,0,"0","1",0.2,"0.8"
"Anderson, Tim","CWS","2023","adj_xhr","30.5",1,1,1,"100","1",2,"-1.0"
"Remillard, Zach","CWS","2023","adj_xhr","21",0,0,1,"100","1",1,"0.0"
"Pérez, Carlos","CWS","2023","adj_xhr","28.9",0,2,0,"0","1",1.5,"-0.5"
"Gallagher, Cam","CLE","2023","adj_xhr",,0,2,0,,"0",0.9,"-0.9"
"Adams, Jordyn","LAA","2023","adj_xhr",,1,0,0,,"0",0.1,"-0.1"
"O'Keefe, Brian","SEA","2023","adj_xhr",,1,0,0,,"0",0.1,"-0.1"
"Vavra, Terrin","BAL","2023","adj_xhr",,1,0,0,,"0",0.2,"-0.2"
"Ortiz, Joey","BAL","2023","adj_xhr",,1,0,0,,"0",0.1,"-0.1"
"Hummel, Cooper","SEA","2023","adj_xhr",,1,0,0,,"0",0.1,"-0.1"
"Madris, Bligh","HOU","2023","adj_xhr",,0,1,0,,"0",0.5,"-0.5"
"Hernández, Yonny","LAD","2023","adj_xhr",,1,0,0,,"0",0,"0.0"
"Florial, Estevan","NYY","2023","adj_xhr",,0,1,0,,"0",0.6,"-0.6"
"Pereira, Everson","NYY","2023","adj_xhr",,0,1,0,,"0",0.3,"-0.3"
"Bart, Joey","SF","2023","adj_xhr",,2,0,0,,"0",0.1,"-0.1"
"Serven, Brian","COL","2023","adj_xhr",,1,0,0,,"0",0,"0.0"
"Daza, Yonathan","COL","2023","adj_xhr",,1,0,0,,"0",0,"0.0"
"Mathias, Mark","SF","2023","adj_xhr",,1,0,0,,"0",0.2,"-0.2"
"Loftin, Nick","KC","2023","adj_xhr",,3,1,0,,"0",1.1,"-1.1"
"Schoop, Jonathan","DET","2023","adj_xhr",,2,2,0,,"0",1.1,"-1.1"
"Young, Jacob","WSH","2023","adj_xhr",,1,0,0,,"0",0.1,"-0.1"
